title,keywords,session_year,supervisor_name,category
Longitudinal Investigation of Community-Level HIV Stigma and Its Effect on Treatment Adherence Among Residents of Osogbo Local Government,"HIV stigma, treatment adherence, community, PLHIV, effect",2021,Prof. Adeoti,Infectious Diseases
Retrospective Review of Prevalence of Birth Asphyxia and Contributing Factors in Neonatal Units of Osun State Hospitals Among Residents of Iwo Local Government,"birth asphyxia, prevalence, neonatal, contributing factors, Osun State",2016,Prof. Fasola,Maternal & Child Health
Longitudinal Investigation of Tobacco Control Policy Awareness and Compliance Among Residents of Ilesa Local Government,"tobacco control, policy compliance, market vendors, Osogbo, awareness",2015,Dr. Oluwaseun,Health Policy
A Descriptive Analysis of Infant and Young Child Feeding Practices Among Residents of Iwo Local Government,"infant feeding, young child, practices, urban mothers, Osogbo",2018,Prof. Onyeka,Maternal & Child Health
Comparative Study of Prevalence and Genotyping of Human Papillomavirus Among Residents of Ife North Local Government,"human papillomavirus, cervical cancer, genotyping, screening, prevalence",2018,Dr. Okonkwo,Infectious Diseases
Community-Based Study on Evaluation of Food Safety Practices in Open-Air Markets and Restaurants in Osogbo Metropolis Among Residents of Ejigbo Local Government,"food safety, open-air markets, restaurants, evaluation, Osogbo",2022,Prof. Eze,Environmental Health
An Exploratory Analysis of Factor Analysis of Health System Barriers to Maternal Healthcare Utilization in Rural Osun State Among Residents of Ilesa Local Government,"factor analysis, health system barriers, maternal healthcare, rural, Osun",2021,Prof. Afolabi,Biostatistics
Community-Based Study on Assessment of Childhood Immunization Against Vaccine-Preventable Diseases in UNIOSUN Catchment Areas Among Residents of Ejigbo Local Government,"childhood immunization, vaccine-preventable diseases, UNIOSUN, catchment area",2016,Dr. Babatunde,Infectious Diseases
A Descriptive Analysis of Epidemiology of Mental Health Disorders Among Residents of Iwo Local Government,"mental health, epidemiology, adults, general hospital, disorders",2022,Prof. Okafor,Epidemiology
Longitudinal Investigation of Receiver Operating Characteristic Curve Analysis for Predicting Severe Malaria in Children Nigeria Among Residents of Ede Local Government,"ROC curve, severe malaria, prediction, children, Nigeria",2021,Prof. Onyeka,Biostatistics
Developing a Predictive Scoring Tool for Maternal Complications Using Routine Obstetric Data Nigeria,"predictive scoring, maternal complications, routine data, obstetric, Nigeria",2020,Dr. Oluwaseun,Biostatistics
A Descriptive Analysis of Policy Implementation Fidelity of the Integrated Disease Surveillance Response System in Nigeria Among Residents of Ejigbo Local Government,"IDSR, policy implementation, disease surveillance, fidelity, Nigeria",2018,Prof. Adewale,Health Policy
Longitudinal Investigation of Anemia in Pregnancy Prevalence and Its Effect on Birth Outcomes in Southwest Nigerian Hospitals Among Residents of Ilesa Local Government,"anaemia in pregnancy, birth outcomes, Southwest Nigeria, hospitals, prevalence",2019,Dr. Igwe,Maternal & Child Health
Retrospective Review of Epidemiology of Salmonella Infections and Outbreak Investigation in Osun State Communities Among Residents of Ede Local Government,"Salmonella, infections, outbreak investigation, Osun State, epidemiology",2018,Dr. Adeyemi,Infectious Diseases
A Cross-Sectional Study of Statistical Modelling of Maternal Mortality Predictors at UNIOSUN Teaching Hospital Nigeria Among Residents of Osogbo Local Government,"statistical modelling, maternal mortality, predictors, UNIOSUN, Nigeria",2016,Prof. Adewale,Biostatistics
An Exploratory Analysis of Community-Based Assessment of Stroke Risk Factors Among Residents of Ife East Local Government,"stroke, risk factors, elderly, community, Ife North",2015,Prof. Afolabi,Epidemiology
Malaria Parasite Density and Treatment Outcomes Among Children Admitted to UNIOSUN Hospital,"malaria, parasite density, treatment outcomes, children, UNIOSUN",2021,Prof. Afolabi,Infectious Diseases
Longitudinal Investigation of Spatial Distribution and Seasonal Variation of Cholera Outbreaks in Osun State Nigeria Among Residents of Ejigbo Local Government,"cholera, spatial distribution, seasonal variation, outbreak, Nigeria",2022,Prof. Bankole,Epidemiology
Longitudinal Investigation of COVID-19 Infection Patterns and Mortality Outcomes in Osun State Isolation Centers 2020-2021 Among Residents of Ilesha Local Government,"COVID-19, infection patterns, mortality, isolation centers, Osun State",2017,Prof. Okafor,Infectious Diseases
Community-Based Study on Evaluation of Drinking Water Treatment Practices in Households of Peri-Urban Osun State Communities Among Residents of Ife East Local Government,"drinking water, treatment practices, households, peri-urban, Osun",2018,Prof. Eze,Environmental Health
Retrospective Review of Occupational Hazard Exposure and Health Outcomes Among Residents of Boripe Local Government,"occupational hazard, automobile mechanics, health outcomes, exposure, Osogbo",2018,Dr. Akindele,Environmental Health
Community-Based Study on Impact of Free Maternal Health Policy on Antenatal Care Utilization in Osun State Nigeria Among Residents of Ejigbo Local Government,"maternal health policy, antenatal care, utilization, free health, Osun",2019,Dr. Igwe,Health Policy
Assessment of Childhood Immunization Against Vaccine-Preventable Diseases in UNIOSUN Catchment Areas,"childhood immunization, vaccine-preventable diseases, UNIOSUN, catchment area",2017,Dr. Oluwaseun,Infectious Diseases
Longitudinal Investigation of Mercury Exposure and Health Risk Assessment Among Residents of Ife South Local Government,"mercury exposure, gold mining, health risk, artisanal, Osun State",2019,Dr. Adeyemi,Environmental Health
A Cross-Sectional Study of Prevalence of Hepatitis C Virus Antibodies Among Residents of Boripe Local Government,"hepatitis C, prevalence, antibodies, surgical wards, Osogbo",2016,Prof. Nwosu,Infectious Diseases
Burden of Non-Communicable Diseases Among Middle-Aged Populations in Southwest Nigeria,"non-communicable diseases, burden, middle-aged, Southwest Nigeria",2020,Dr. Igwe,Epidemiology
Application of Machine Learning Algorithms in Predicting Hypertension Onset in Nigerian Adults,"machine learning, hypertension prediction, Nigerian adults, algorithms, biostatistics",2022,Prof. Okafor,Biostatistics
An Exploratory Analysis of Factors Influencing Antenatal Care Attendance Among Residents of Ejigbo Local Government,"antenatal care, attendance, pregnant women, rural, Osun",2022,Dr. Nnamdi,Maternal & Child Health
An Exploratory Analysis of Coverage and Equity of Childhood Vaccination Services in Hard-to-Reach Areas of Osun State Among Residents of Iwo Local Government,"childhood vaccination, coverage, equity, hard-to-reach, Osun State",2021,Prof. Adeleke,Maternal & Child Health
Comparative Study of Analysis of Task-Shifting Policy for Health Workers in Low-Resource Settings of Southwest Nigeria Among Residents of Ife South Local Government,"task-shifting, health workers, low-resource, policy, Southwest Nigeria",2018,Dr. Olayinka,Health Policy
Hospital-Based Assessment of Regulatory Framework for Traditional Medicine Practice in Osun State Health Policy Context Among Residents of Osogbo Local Government,"traditional medicine, regulation, policy, Osun State, practice",2020,Prof. Emeka,Health Policy
An Exploratory Analysis of Environmental Assessment of Noise Pollution and Hearing Loss Risk Near Industrial Zones in Osogbo Among Residents of Ife North Local Government,"noise pollution, hearing loss, industrial zones, environmental assessment, Osogbo",2020,Prof. Adesanya,Environmental Health
Retrospective Review of Evaluation of Rapid Diagnostic Test Use for Malaria Case Management in Osun Primary Health Centers Among Residents of Ife East Local Government,"rapid diagnostic test, malaria, case management, primary health, Osun",2020,Dr. Salawu,Infectious Diseases
Hospital-Based Assessment of Regulatory Framework for Traditional Medicine Practice in Osun State Health Policy Context Among Residents of Ilesa Local Government,"traditional medicine, regulation, policy, Osun State, practice",2016,Prof. Bankole,Health Policy
A Cross-Sectional Study of Multilevel Modelling of Determinants of Child Mortality in Southwest Nigerian Communities Among Residents of Osogbo Local Government,"multilevel modelling, child mortality, determinants, Southwest Nigeria, biostatistics",2015,Prof. Nwosu,Biostatistics
Hospital-Based Assessment of Prevalence of Overweight and Obesity Among Residents of Ife North Local Government,"overweight, obesity, adolescents, secondary school, Osogbo",2019,Dr. Olayinka,Epidemiology
Comparative Study of Prevalence of Hepatitis C Virus Antibodies Among Residents of Ife East Local Government,"hepatitis C, prevalence, antibodies, surgical wards, Osogbo",2019,Dr. Okonkwo,Infectious Diseases
Longitudinal Investigation of Epidemiological Investigation of Malaria Burden Among Residents of Ilesa Local Government,"malaria, children, epidemiology, rural, Nigeria",2018,Dr. Babatunde,Epidemiology
Hospital-Based Assessment of Community Perception of Caesarean Section and Its Effect on Surgical Birth Rate in Osun State Among Residents of Ejigbo Local Government,"caesarean section, community perception, surgical birth rate, Osun, Nigeria",2017,Dr. Olayinka,Maternal & Child Health
An Exploratory Analysis of Determinants of Skilled Birth Attendance Utilization Among Residents of Ife South Local Government,"skilled birth attendance, determinants, parturient women, Osun State",2021,Dr. Olayinka,Maternal & Child Health
Retrospective Review of Prevalence of Overweight and Obesity Among Residents of Ilesa Local Government,"overweight, obesity, adolescents, secondary school, Osogbo",2018,Prof. Adesanya,Epidemiology
Longitudinal Investigation of Mercury Exposure and Health Risk Assessment Among Residents of Ife South Local Government,"mercury exposure, gold mining, health risk, artisanal, Osun State",2015,Prof. Adesanya,Environmental Health
Comparative Study of Knowledge Attitude and Practice Regarding Lassa Fever Prevention Among Residents of Ilesa Local Government,"Lassa fever, knowledge, attitude, practice, healthcare workers",2018,Prof. Adewale,Infectious Diseases
Retrospective Review of Epidemiology of Road Traffic Injuries and Fatalities in Urban Communities of Southwest Nigeria Among Residents of Ilesa Local Government,"road traffic injuries, fatalities, urban, epidemiology, Southwest",2019,Prof. Bankole,Epidemiology
Retrospective Review of Prevalence of Anaemia and Associated Factors Among Residents of Ife North Local Government,"anaemia, pregnant women, prevalence, Ijesa Zone, Nigeria",2020,Prof. Emeka,Epidemiology
An Exploratory Analysis of Review of Immunization Policy Compliance and Vaccination Coverage in Osun State Communities Among Residents of Osogbo Local Government,"immunization policy, compliance, vaccination coverage, Osun, communities",2017,Prof. Bankole,Health Policy
